date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:44:11	367750/367750	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2002:44:10%20GMT	https://accounts.google.com/SignUpWithoutGmail?dsh=-2772011954883772527&continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Fplusbadge.png&service=jotspot	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/SignUpWithoutGmail8595.html	(from https://accounts.google.com/SignUp?service=jotspot&continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Fplusbadge.png)
19:44:11	48047/48047	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2002:44:10%20GMT	https://accounts.google.com/signin/recovery?continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Fplusbadge.png&service=jotspot	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/signin/recovery27cf.html	(from https://accounts.google.com/SignUp?service=jotspot&continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Fplusbadge.png)
19:44:11	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.f9c479.delayed	(from https://accounts.google.com/SignUp?service=jotspot&continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Fplusbadge.png)
19:44:11	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en&privacy=true	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.fa07dc.delayed	(from https://accounts.google.com/SignUp?service=jotspot&continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Fplusbadge.png)
19:44:11	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.fbc479.delayed	(from https://accounts.google.com/SignUp?service=jotspot&continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Fplusbadge.png)
19:44:12	72368/72368	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2002:44:10%20GMT	https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=5842633355259435636	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/ServiceLogin6c4d.html	(from https://accounts.google.com/SignUp?hl=en)
19:44:12	367528/367528	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2002:44:11%20GMT	https://accounts.google.com/SignUpWithoutGmail?dsh=5842633355259435636&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/SignUpWithoutGmail2cab.html	(from https://accounts.google.com/SignUp?hl=en)
19:44:12	47848/47848	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2002:44:11%20GMT	https://accounts.google.com/signin/recovery?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/signin/recoveryb407.html	(from https://accounts.google.com/SignUp?hl=en)
19:44:12	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.ffc479.delayed	(from https://accounts.google.com/SignUp?hl=en)
19:44:12	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en&privacy=true	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.10007dc.delayed	(from https://accounts.google.com/SignUp?hl=en)
19:44:12	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.101c479.delayed	(from https://accounts.google.com/SignUp?hl=en)
19:44:13	361/361	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Aug%202020%2002:44:12%20GMT	https://accounts.google.com/AccountChooser?continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Ficon_plusone.png&service=jotspot&dsh=786742561257963329	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/AccountChooser.102caf7.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Ficon_plusone.png&service=jotspot&dsh=786742561257963329)
19:44:13	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en&privacy=true	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.10407dc.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Ficon_plusone.png&service=jotspot&dsh=786742561257963329)
19:44:13	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.105c479.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Ficon_plusone.png&service=jotspot&dsh=786742561257963329)
19:44:13	72575/72575	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2002:44:12%20GMT	https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Ficon_plusone.png&service=jotspot&sacu=1&rip=1	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/ServiceLogine518.html	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Ficon_plusone.png&service=jotspot&dsh=786742561257963329)
19:44:14	367246/367246	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2002:44:12%20GMT	https://accounts.google.com/SignUpWithoutGmail?hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/SignUpWithoutGmailfef7.html	(from https://accounts.google.com/SignUpWithoutGmail?dsh=786742561257963329&continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Ficon_plusone.png&service=jotspot)
19:44:14	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.108c479.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=786742561257963329&continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Ficon_plusone.png&service=jotspot)
19:44:14	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en&privacy=true	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.10907dc.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=786742561257963329&continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Ficon_plusone.png&service=jotspot)
19:44:14	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.10ac479.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=786742561257963329&continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Ficon_plusone.png&service=jotspot)
19:44:14	368731/368731	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2002:44:13%20GMT	https://accounts.google.com/SignUp?dsh=786742561257963329&continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Ficon_plusone.png&service=jotspot	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/SignUp6655.html	(from https://accounts.google.com/SignUpWithoutGmail?dsh=786742561257963329&continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Ficon_plusone.png&service=jotspot)
19:44:14	358/358	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Aug%202020%2002:44:13%20GMT	https://accounts.google.com/AccountChooser?continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Fplusbadge.png&service=jotspot&dsh=-2772011954883772527	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/AccountChooser.10b7249.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Fplusbadge.png&service=jotspot&dsh=-2772011954883772527)
19:44:15	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en&privacy=true	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.10d07dc.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Fplusbadge.png&service=jotspot&dsh=-2772011954883772527)
19:44:15	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.10ec479.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Fplusbadge.png&service=jotspot&dsh=-2772011954883772527)
19:44:15	72807/72807	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2002:44:13%20GMT	https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Fplusbadge.png&service=jotspot&sacu=1&rip=1	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/ServiceLogin0b8f.html	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Fplusbadge.png&service=jotspot&dsh=-2772011954883772527)
19:44:15	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.110c479.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=-2772011954883772527&continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Fplusbadge.png&service=jotspot)
19:44:15	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en&privacy=true	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.11107dc.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=-2772011954883772527&continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Fplusbadge.png&service=jotspot)
19:44:15	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.112c479.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=-2772011954883772527&continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Fplusbadge.png&service=jotspot)
19:44:15	368685/368685	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2002:44:14%20GMT	https://accounts.google.com/SignUp?dsh=-2772011954883772527&continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Fplusbadge.png&service=jotspot	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/SignUp8595.html	(from https://accounts.google.com/SignUpWithoutGmail?dsh=-2772011954883772527&continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Fplusbadge.png&service=jotspot)
19:44:15	46754/46754	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2002:44:14%20GMT	https://accounts.google.com/signin/usernamerecovery?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/signin/usernamerecoveryc5ad.html	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=5842633355259435636)
19:44:16	311/311	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Aug%202020%2002:44:14%20GMT	https://accounts.google.com/AccountChooser?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=5842633355259435636	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/AccountChooser.1146c4d.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=5842633355259435636)
19:44:16	72276/72276	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2002:44:15%20GMT	https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&sacu=1&rip=1	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/ServiceLoginb8f8.html	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=5842633355259435636)
19:44:16	368368/368368	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2002:44:15%20GMT	https://accounts.google.com/SignUp?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/SignUpb407.html	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=5842633355259435636)
19:44:16	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en&privacy=true	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.11707dc.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=5842633355259435636)
19:44:16	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.118c479.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=5842633355259435636)
19:44:17	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.11ac479.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=5842633355259435636&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=en)
19:44:17	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en&privacy=true	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.11b07dc.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=5842633355259435636&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=en)
19:44:17	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.11cc479.delayed	(from https://accounts.google.com/SignUpWithoutGmail?dsh=5842633355259435636&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=en)
19:44:17	368468/368468	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2002:44:15%20GMT	https://accounts.google.com/SignUp?dsh=5842633355259435636&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/SignUp2cab.html	(from https://accounts.google.com/SignUpWithoutGmail?dsh=5842633355259435636&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=en)
19:44:17	361/361	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Aug%202020%2002:44:16%20GMT	https://accounts.google.com/AccountChooser?continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Ficon_plusone.png&service=jotspot&rip=1	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/AccountChooser.11d511f.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Ficon_plusone.png&service=jotspot&sacu=1&rip=1)
19:44:17	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en&privacy=true	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.11e07dc.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Ficon_plusone.png&service=jotspot&sacu=1&rip=1)
19:44:17	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.11fc479.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Ficon_plusone.png&service=jotspot&sacu=1&rip=1)
19:44:18	72250/72250	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2002:44:16%20GMT	https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=-4925506108256398121	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/ServiceLogin0d59.html	(from https://accounts.google.com/SignUpWithoutGmail?hl=en)
19:44:18	368477/368477	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2002:44:17%20GMT	https://accounts.google.com/SignUp?dsh=-4925506108256398121&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/SignUp6eb5.html	(from https://accounts.google.com/SignUpWithoutGmail?hl=en)
19:44:18	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.122c479.delayed	(from https://accounts.google.com/SignUpWithoutGmail?hl=en)
19:44:18	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en&privacy=true	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.12307dc.delayed	(from https://accounts.google.com/SignUpWithoutGmail?hl=en)
19:44:18	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.124c479.delayed	(from https://accounts.google.com/SignUpWithoutGmail?hl=en)
19:44:18	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.125c479.delayed	(from https://accounts.google.com/SignUp?dsh=786742561257963329&continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Ficon_plusone.png&service=jotspot)
19:44:18	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en&privacy=true	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.12607dc.delayed	(from https://accounts.google.com/SignUp?dsh=786742561257963329&continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Ficon_plusone.png&service=jotspot)
19:44:18	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.127c479.delayed	(from https://accounts.google.com/SignUp?dsh=786742561257963329&continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Ficon_plusone.png&service=jotspot)
19:44:18	358/358	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Aug%202020%2002:44:17%20GMT	https://accounts.google.com/AccountChooser?continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Fplusbadge.png&service=jotspot&rip=1	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/AccountChooser.12866f6.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Fplusbadge.png&service=jotspot&sacu=1&rip=1)
19:44:19	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en&privacy=true	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.12907dc.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Fplusbadge.png&service=jotspot&sacu=1&rip=1)
19:44:19	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.12ac479.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Fplusbadge.png&service=jotspot&sacu=1&rip=1)
19:44:19	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.12bc479.delayed	(from https://accounts.google.com/SignUp?dsh=-2772011954883772527&continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Fplusbadge.png&service=jotspot)
19:44:19	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en&privacy=true	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.12c07dc.delayed	(from https://accounts.google.com/SignUp?dsh=-2772011954883772527&continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Fplusbadge.png&service=jotspot)
19:44:19	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.12dc479.delayed	(from https://accounts.google.com/SignUp?dsh=-2772011954883772527&continue=https%3A%2F%2Fsites.google.com%2Fsite%2Fsites%2Fsystem%2Fapp%2Fimages%2Fplusbadge.png&service=jotspot)
19:44:19	311/311	---MCZ	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Aug%202020%2002:44:18%20GMT	https://accounts.google.com/AccountChooser?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&rip=1	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/AccountChooser.12ecd16.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&sacu=1&rip=1)
19:44:19	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en&privacy=true	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.12f07dc.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&sacu=1&rip=1)
19:44:19	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.130c479.delayed	(from https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&sacu=1&rip=1)
19:44:19	72320/72320	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2002:44:18%20GMT	https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&dsh=1428813315007465846	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/ServiceLogin1bb1.html	(from https://accounts.google.com/SignUp?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
19:44:20	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.133c479.delayed	(from https://accounts.google.com/SignUp?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
19:44:20	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en&privacy=true	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.13407dc.delayed	(from https://accounts.google.com/SignUp?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
19:44:20	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.135c479.delayed	(from https://accounts.google.com/SignUp?continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1)
19:44:20	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.136c479.delayed	(from https://accounts.google.com/SignUp?dsh=5842633355259435636&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=en)
19:44:20	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en&privacy=true	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.13707dc.delayed	(from https://accounts.google.com/SignUp?dsh=5842633355259435636&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=en)
19:44:20	0/-1	---M--	302	error ('')			https://accounts.google.com/TOS?loc=US&hl=en	C:/Users/curts/Downloads/Arduino%20AC%20Workshop/accounts.google.com/TOS.138c479.delayed	(from https://accounts.google.com/SignUp?dsh=5842633355259435636&continue=https%3A%2F%2Faccounts.google.com%2FManageAccount%3Fnc%3D1&hl=en)
